tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	description	url
tracking-4153	iizuka-kosuke	飯塚 康介	"iizuka,kosuke"	Singularity response reveals entrainment properties in mammalian circadian clock.	"Kosaku Masuda,Naohiro Kon,Kosuke Iizuka,Yoshitaka Fukada,Takeshi Sakurai,Arisa Hirano"		Nature communications	14		2819	2022/9/22	DOMESTIC	37198169	10.1038/s41467-023-38392-x		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37198169&retmode=xml
tracking-4154	myamauchi2023	山内 基弘	"Yamauchi,Motohiro"	無し	無し		無し					INTERNATIONAL				
tracking-4158	kakutani	角谷 徹仁	"kakutani,tetsuji"	Cotranscriptional demethylation induces global loss of H3K4me2 from active genes in Arabidopsis.	"Shusei Mori,Satoyo Oya,Mayumi Takahashi,Kazuya Takashima,Soichi Inagaki,Tetsuji Kakutani"		The EMBO journal	42		e113798	2023/9/20	DOMESTIC	37849386	10.15252/embj.2023113798		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37849386&retmode=xml
tracking-4161	qm	松井 求	"Matsui,Motomu"	NeTaGFT: A similarity network-based method for trait analysis	"Hirotaka Matsumoto, Motomu Matsui"	松本拡高、松井求	Methods in Ecology and Evolution	15		153-163	2023/11/23	INTERNATIONAL		https://doi.org/10.1111/2041-210X.14251		https://doi.org/10.1111/2041-210X.14251
tracking-4169	ykobaya-jircas	小林 安文	"Kobayashi,Yasufumi"	Phosphate starvation response precedes abscisic acid response under progressive mild drought in plants.	"Yukari Nagatoshi,Kenta Ikazaki,Yasufumi Kobayashi,Nobuyuki Mizuno,Ryohei Sugita,Yumiko Takebayashi,Mikiko Kojima,Hitoshi Sakakibara,Natsuko I Kobayashi,Keitaro Tanoi,Kenichiro Fujii,Junya Baba,Eri Ogiso-Tanaka,Masao Ishimoto,Yasuo Yasui,Tetsuji Oya,Yasunari Fujita"		Nature communications	14		5047	2022/9/2	DOMESTIC	37598175	10.1038/s41467-023-40773-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37598175&retmode=xml
tracking-4170	yasufumikoba	小林 安文	"Kobayashi,Yasufumi"	無し	無し		無し					INTERNATIONAL				
tracking-4171	yasuf	藤田 泰成	"Fujita,Yasunari"	Phosphate starvation response precedes abscisic acid response under progressive mild drought in plants.	"Yukari Nagatoshi,Kenta Ikazaki,Yasufumi Kobayashi,Nobuyuki Mizuno,Ryohei Sugita,Yumiko Takebayashi,Mikiko Kojima,Hitoshi Sakakibara,Natsuko I Kobayashi,Keitaro Tanoi,Kenichiro Fujii,Junya Baba,Eri Ogiso-Tanaka,Masao Ishimoto,Yasuo Yasui,Tetsuji Oya,Yasunari Fujita"		Nature communications	14		5047	2022/9/2	DOMESTIC	37598175	10.1038/s41467-023-40773-1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37598175&retmode=xml
tracking-4179	skawakubo	川久保 修佑	"Kawakubo,Shusuke"	Two mutually exclusive evolutionary scenarios for allexiviruses that overcome host RNA silencing and autophagy by regulating viral CRP expression	"Hangil Kim ,  Shusuke Kawakubo ,  Haruna Takahashi ,  Chikara Masuta"		PLoS Pathogens					INTERNATIONAL	37379324	https://doi.org/10.1371/journal.ppat.1011457		https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1011457
tracking-4179	skawakubo	川久保 修佑	"Kawakubo,Shusuke"	Host-specific adaptation drove the coevolution of leek yellow stripe virus and Allium plants.	"Shusuke Kawakubo,Hangil Kim,Minoru Takeshita,Chikara Masuta"		Microbiology spectrum	11		e0234023	2023/9/14	INTERNATIONAL	37706684	10.1128/spectrum.02340-23		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37706684&retmode=xml
tracking-4183	sucrose	佐藤 杏香	"Sato,Kyoka"	Genome Sequencing Unveils Nomadic Traits of Lactiplantibacillus plantarum in Japanese Post-Fermented Tea	"Kyoka Sato, Yuichiro Ikagawa, Ryo Niwa, Hiroki Nishioka, Masanori Horie, Hitoshi Iwahashi"		Current Microbiology				2023/12/28	INTERNATIONAL		10.1007/s00284-023-03566-9		https://pubmed.ncbi.nlm.nih.gov/38155273/
tracking-4184	waka38	若宮 健	"Wakamiya,Takeshi"	"Genetic differentiation and local adaptation of the Japanese honeybee, Apis cerana japonica."	"Takeshi Wakamiya,Takahiro Kamioka,Yuu Ishii,Jun-Ichi Takahashi,Taro Maeda,Masakado Kawata"	"若宮健, 上岡駿宏, 石井悠, 高橋純一, 前田太郎, 河田雅圭"	Ecology and evolution	13		e10573	2023/9/29	INTERNATIONAL	37780082	10.1002/ece3.10573		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37780082&retmode=xml
tracking-4192	motegi11235	茂木 朋貴	"Motegi,Tomoki"	Establishment of a novel canine soft tissue sarcoma cell line and comparison of its characteristics with other soft tissue sarcoma cell lines.	"Kyohei Miyanishi,Masaya Igase,Mami Murakami,Yusuke Sakai,Masashi Sakurai,Kenji Tani,Tomoki Motegi,Takuya Mizuno"		Research in veterinary science	171		105245	2024/3/31	DOMESTIC	38554610	10.1016/j.rvsc.2024.105245		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38554610&retmode=xml
tracking-4193	mitomohikaru	三友 光	"MITOMO,HIKARU"	無し	無し		無し					INTERNATIONAL				
tracking-4195	sfujita	藤田 卓	"Fujita,Suguru"	なし	なし		なし					INTERNATIONAL				
tracking-4210	ohbi	五十川 祐一郎	"Ikagawa,Yuichiro"	Genome Sequencing Unveils Nomadic Traits of Lactiplantibacillus plantarum in Japanese Post-Fermented Tea	"Kyoka Sato, Yuichiro Ikagawa, Ryo Niwa, Hiroki Nishioka, Masanori Horie, Hitoshi Iwahashi"	佐藤杏香、五十川祐一郎、丹羽諒、西岡浩貴、堀江範祐、岩橋均	Current Microbiology 	81			2024/12/28	INTERNATIONAL	38155273	10.1007/s00284-023-03566-9	second autherとして参加。First autherの佐藤共にOxford Nanopore MinIONのベースコール、比較ゲノム解析等に貴研究所のスーパーコンピュータシステムを利用した。	https://link.springer.com/article/10.1007/s00284-023-03566-9
tracking-4215	takeshima	武島 弘彦	"Takeshima,Hirohiko"	なし	なし		なし					INTERNATIONAL				
tracking-4218	yosniimura	新村 芳人	"Niimura,Yoshihito"	"Synchronized expansion and contraction of olfactory, vomeronasal, and taste receptor gene families in hystricomorph rodents"	"Yoshihito Niimura, Bhim B. Biswa, Takushi Kishida, Atsushi Toyoda, Kazumichi Fujiwara, Masato Ito, Kazushige Touhara, Miho Inoue-Murayama, Scott H. Jenkins, Christopher Adenyo, Boniface B. Kayang, Tsuyoshi Koide"	新村芳人、Bhim B. Biswa、岸田拓士、豊田敦、藤原一道、伊藤正人、東原和成、村山美穂、Scott H. Jenkins、Christopher Adenyo、Boniface B. Kayang、小出剛	Molecular Biology and Evolution					INTERNATIONAL			in press	
tracking-4219	mshimada	嶋田 誠	"Shimada,Makoto"	Splicing Modulators Are Involved in Human Polyglutamine Diversification via Protein Complexes Shuttling between Nucleus and Cytoplasm.	Makoto K Shimada		International journal of molecular sciences	24			2023/2/28	DOMESTIC	37298574	10.3390/ijms24119622		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37298574&retmode=xml
tracking-4223	masakijkobaya	小林 正樹	"Kobayashi,Masaki"	無し	無し		無し					INTERNATIONAL				
tracking-4225	ieki	家木 壮一	"Ieki,Soichi"	無し	無し		無し					INTERNATIONAL				
tracking-4226	xiaodan	金 暁丹	"JIN,XIAODAN"	なし	なし		なし					INTERNATIONAL				
tracking-4227	tasnahkau428	田中 柊	"Tanaka,Shu"	なし	なし		なし					INTERNATIONAL				
tracking-4234	rnishimura	西村 瑠佳	"Nishimura,Luca"	Metagenomic analyses of 7000 to 5500 years old coprolites excavated from the Torihama shell-mound site in the Japanese archipelago.	"Luca Nishimura,Akio Tanino,Mayumi Ajimoto,Takafumi Katsumura,Motoyuki Ogawa,Kae Koganebuchi,Daisuke Waku,Masahiko Kumagai,Ryota Sugimoto,Hirofumi Nakaoka,Hiroki Oota,Ituro Inoue"		PloS one	19		e0295924	2023/3/8	DOMESTIC	38265980	10.1371/journal.pone.0295924		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38265980&retmode=xml
tracking-4240	charales	坂山 英俊	"SAKAYAMA,HIDETOSHI"	"New distribution and DNA barcoding of the endangered alga Lamprothamnium succinctum (Charales, Charophyceae) in Tottori Prefecture, Japan"	The Journal of Japanese Botany	"Sakayama, H., Akai, N. and Kamiya, K."	The Journal of Japanese Botany	98		247?253	2024/10/10	INTERNATIONAL		doi.org/10.51033/jjapbot.ID0176		
tracking-4275	issei	大島 一正	"OHSHIMA,Issei"	無し	無し		無し					INTERNATIONAL				
tracking-4287	yanakamu	中村 保一	"YASUKAZU,NAKAMURA"	Letter to the Editor: Genome Annotation Matters-From Genes to Phylogenetic Inferences.	"Chihiro Furumizu,Yasuhiro Tanizawa,Yasukazu Nakamura"		Plant & cell physiology	65		181-184	2023/10/2	DOMESTIC	38035794	10.1093/pcp/pcad151		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38035794&retmode=xml
tracking-4287	yanakamu	中村 保一	"YASUKAZU,NAKAMURA"	A practical assembly guideline for genomes with various levels of heterozygosity.	"Takako Mochizuki,Mika Sakamoto,Yasuhiro Tanizawa,Takuro Nakayama,Goro Tanifuji,Ryoma Kamikawa,Yasukazu Nakamura"		Briefings in bioinformatics	24			2023/5/17	DOMESTIC	37798248	10.1093/bib/bbad337		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37798248&retmode=xml
tracking-4287	yanakamu	中村 保一	"YASUKAZU,NAKAMURA"	Large-scale epidemiological study on feline autosomal dominant polycystic kidney disease and identification of novel PKD1 gene variants.	"Fumitaka Shitamori ,  Ayaka Nonogaki ,  Tomoki Motegi ,  Yuki Matsumoto ,  Mika Sakamoto , Yasuhiro Tanizawa ,  Yasukazu Nakamura ,  Tomohiro Yonezawa ,  Yasuyuki Momoi , Shingo Maeda"		Journal of feline medicine and surgery				2023/7/25	INTERNATIONAL	37489504	https://doi.org/10.1177/1098612X231185393		https://journals.sagepub.com/doi/10.1177/1098612X231185393
tracking-4296	gentaokude	奥出 絃太	"OKUDE,GENTA"	なし	なし		なし					INTERNATIONAL				
tracking-4305	y-okuda-pub	奥田 喜弘	"Okuda,Yoshihiro"	無し	無し		無し					INTERNATIONAL				
tracking-4325	mitsutomi	光冨 修平	"Mitsutomi,Shuhei"	無し	無し		無し					INTERNATIONAL				
tracking-4326	mwatanabe	渡辺 みゆき	"watanabe,miyuki"	なし	なし		なし					INTERNATIONAL				
tracking-4327	ssauxospore	佐藤 晋也	"Sato,Shinya"	Transcriptional responses to salinity-induced changes in cell wall morphology of the euryhaline diatom Pleurosira laevis	"Shiho Kamakura, Gust Bilcke, Shinya Sato"		Journal of Phycology 60: 308-326. 	60	2	308-326	2024/3/6	INTERNATIONAL		https://doi.org/10.1111/jpy.13437		https://onlinelibrary.wiley.com/doi/full/10.1111/jpy.13437
tracking-4327	ssauxospore	佐藤 晋也	"Sato,Shinya"	Sperm-specific histone H1 in highly condensed sperm nucleus of Sargassum horneri	"Yu Takeuchi, Shinya Sato, Chikako Nagasato, Taizo Motomura, Shujiro Okuda, Masahiro Kasahara, Fumio Takahashi & Shinya Yoshikawa "		Scientific Reports	14		3387	2024/2/9	INTERNATIONAL		https://doi.org/10.1038/s41598-024-53729-2		https://www.nature.com/articles/s41598-024-53729-2#Abs1
tracking-4341	koshimizu	越水 静	"Koshimizu,Shizuka"	Genome and transcriptome analyses reveal genes involved in the formation of fine ridges on petal epidermal cells in Hibiscus trionum.	"Shizuka Koshimizu,Sachiko Masuda,Arisa Shibata,Takayoshi Ishii,Ken Shirasu,Atsushi Hoshino,Masanori Arita"		DNA research : an international journal for rapid publication of reports on genes and genomes	30			2023/5/23	DOMESTIC	37691489	10.1093/dnares/dsad019		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37691489&retmode=xml
tracking-4342	kazumisawa	三澤 計治	"Misawa,Kazuharu"	A simple method for estimating time-irreversible nucleotide substitution rates in the SARS-CoV-2 genome	"Kazuharu Misawa, Ryo Ootsuki"	"三澤計治, 大槻涼"	NAR Genomics and Bioinformatics	6	6	lqae009	2024/2/2	INTERNATIONAL		https://doi.org/10.1093/nargab/lqae009	SARS-CoV-2ゲノムの置換率を推定するための、ヌクレオチド置換の新しい時間不可逆モデルを開発した。私たちは、世界中からサンプリングされた全インフルエンザデータ共有イニシアチブ（GISAID）に登録されているSARS-CoV-2の7862個のゲノム配列の塩基置換数を調査した。新しい方法を使用して、SARS-CoV-2 ゲノムの置換率を推定した。SARS-CoV-2 の C から U への置換率は、サイトあたり年あたり 1.95 × 10-3 ± 4.88 × 10-4 であるのに対し、それ以外のサイトはサイトあたり年あたり 1.48 × 10-4 ± 7.42 × 10-5 であると推定された。	https://academic.oup.com/nargab/article/6/1/lqae009/7597495
tracking-4344	y-okuda-pub	奥田 喜弘	"Okuda,Yoshihiro"	なし	なし		なし					INTERNATIONAL				
tracking-4346	kartikafauzia	Fauzia Kartika	"Kartika,Fauzia"	Genetic determinants of Biofilm formation of Helicobacter pylori using whole-genome sequencing	"Kartika Afrida Fauzia , Hafeza Aftab , Muhammad Miftahussurur , Langgeng Agung Waskito , Vo Phuoc Tuan , Ricky Indra Alfaray , Takashi Matsumoto , Michiyuki Yurugi , Phawinee Subsomwong , Evariste Tshibangu Kabamba , Junko Akada , Yoshio Yamaoka"	"Takashi Matsumoto , Michiyuki Yurugi, Junko Akada , Yoshio Yamaoka"	BMC Microbiology				2023/6/1	INTERNATIONAL	37264297	10.1186/s12866-023-02889-8		
tracking-4346	kartikafauzia	Fauzia Kartika	"Kartika,Fauzia"	A single-nucleotide polymorphism in Helicobacter pylori promotes gastric cancer development.	"Irshad Sharafutdinov,Nicole Tegtmeyer,Bodo Linz,Manfred Rohde,Michael Vieth,Alfred Chin-Yen Tay,Binit Lamichhane,Vo Phuoc Tuan,Kartika Afrida Fauzia,Heinrich Sticht,Yoshio Yamaoka,Barry J Marshall,Steffen Backert"		Cell host & microbe	31		1345-1358.e6	2023/3/10	DOMESTIC	37490912	10.1016/j.chom.2023.06.016		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37490912&retmode=xml
tracking-4347	mfurukawa	古川 真央	"Furukawa,Mao"	Integrative taxonomic analyses reveal that rapid genetic divergence drives Acropora speciation	"Mao Furukawa, Seiya Kitanobo, Shun Ohki, Mariko M. Teramoto, Nozomi Hanahara, Masaya Morita"		Molecular Phylogenetics and Evolution				2024/3/13	INTERNATIONAL				https://pdf.sciencedirectassets.com/272322/1-s2.0-S1055790324X00044/1-s2.0-S1055790324000551/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEH0aCXVzLWVhc3QtMSJHMEUCIFpK5Tzn%2BMrGGZOwSYN8xeeC137pYZCHaJUePhh%2FHWxMAiEAiM7aOVV0Ro3zcFHdjFrI2hzxMWjgYn79h4A%2FTvE4MQMqvAUItv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAFGgwwNTkwMDM1NDY4NjUiDJqwWkv5PbRQP1QNsyqQBSVGOk%2BuPkWrWzTPLIrsWmpCGwEriuPg6bB8k33YwYdUJXyzkfCTi%2FW6n3jsrJeGS%2FZbGDr0Lzd2h%2Bbc7SZG0yPot2pn8DRqEo598h40g4GgUKLjpj3Mrxc8iU884iUEhuHsllXoRlkmRQqszuEs0CGlOJ7lX0ys6uqOPNh8moqGH45GIba1dXjWGJHjuL5N6QJIqLwVd5UzlCMvgC%2F3dCO%2BcDpc%2BIbIAyL8AQlZBNG5sZbPhLjeRVsI5f19ux4UE49aDOyDZ9nwM3SPTMWGN7lnqcXCkyUqqREE1ErCeEuR5bqT1wlFmwFykzdKFFPcJunCtRCulQj3tn%2BM2k2RvlmMZ%2FxKmyE8hOw7wMWGz3Tl%2B4Bk%2BkUcplhMizRhel7elmqGLqk%2BC0gzHbKLv223yFTvw5CfmW3%2FwA4AIwKr4ucwTV1d7Vbqpm5mLl7g4v2b0bDl2LbH44vNR%2BwytQQ9tjqb0yxd%2Fa8Om%2FCxe3XZejJrzrYTsozgW5Bx9XjBdeRStZ3Rcos5PuUExgMmwKB1kWnLteGZfgs2DPD8avRvr0dGaE2odEt1CSH3t1VzJQLiPbZJ4grsMA3ODsGjt8lxBYIyC027KERPFhVBjLvxH1N%2Fw%2FGzwH3UYtOt6E0YJwAibXYc1bfrKN1TporMXIZII92WpQU%2FxmeR2FfH%2BwORLyQI1MJtSxRKooCqx28smyyXDoWQfmm48CsDJuqFb0qBeBPH8NKIj%2BtPfbHTjRMvj8qAElXf%2FsXyZRJNYdbncP4S9VdVXV7%2BvAYc2cyCbMXa5BuMNAEK%2Bs7nYc4mfOMDiGMch982MvTxeDHbFH98zGAkjoqZ69FkDqpAoixymyPwkp%2BvCIiJgxFNB6dXTTxDRdR2MK2K%2BLAGOrEB9ZjiR3IrdB9mMGwu78XLuf0rBk5keQHPRHhCeYi5qTdcM9qrJnrwHiXSm0CSoezYNNc4Vo9nHPrY4VIFyAVq89ok8JrCnMbn87ryUx%2FBSJV4uHaZwbAL4%2FfDEZKD8TN0TDjy%2BSvzJVtoqe2H8jS%2BOe%2FoK5vWBAdGSrUMI32Tus0bqAfd9L7sMnNJots9Sk3S%2B9DURAitQVvnx6fRSrx7Lpej6Bfwl%2FIxSDUJvPDCFY98&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240416T060023Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY5DLEJACD%2F20240416%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a7dce0620496479c6841f4ad4b254d7f6dac142c7df453afa47b6de734f3b67e&hash=0324768885f96928258ced83a2184122bffc253766fcc77c8624c44290ad73c3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S1055790324000551&tid=spdf-1ee8e438-b181-4670-88fd-92c97407a576&sid=f0bdb8003f4a964a202833e6fdcecc1bb205gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=101659515150045b5452&rr=8751f466fad78d1e&cc=jp
tracking-4350	kametani	亀谷 博就	"Kametani,Hironari"	無し	無し		無し					INTERNATIONAL				
tracking-4351	soinagak	稲垣 宗一	"Inagaki,Soichi"	Cotranscriptional demethylation induces global loss of H3K4me2 from active genes in Arabidopsis.	"Shusei Mori,Satoyo Oya,Mayumi Takahashi,Kazuya Takashima,Soichi Inagaki,Tetsuji Kakutani"		The EMBO journal	42		e113798	2023/9/20	DOMESTIC	37849386	10.15252/embj.2023113798		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37849386&retmode=xml
tracking-4357	jafawcett	Fawcett Jeffrey	"Fawcett,Jeffrey"	Genome sequencing reveals the genetic architecture of heterostyly and domestication history of common buckwheat.	"Jeffrey A Fawcett,Ryoma Takeshima,Shinji Kikuchi,Euki Yazaki,Tomoyuki Katsube-Tanaka,Yumei Dong,Meifang Li,Harriet V Hunt,Martin K Jones,Diane L Lister,Takanori Ohsako,Eri Ogiso-Tanaka,Kenichiro Fujii,Takashi Hara,Katsuhiro Matsui,Nobuyuki Mizuno,Kazusa Nishimura,Tetsuya Nakazaki,Hiroki Saito,Naoko Takeuchi,Mariko Ueno,Daiki Matsumoto,Miyu Norizuki,Kenta Shirasawa,Chengyun Li,Hideki Hirakawa,Tatsuya Ota,Yasuo Yasui"		Nature plants	9		1236-1251	2023/1/26	DOMESTIC	37563460	10.1038/s41477-023-01474-1	ソバのゲノム配列を染色体レベルで高精度に解読することにより、ソバのゲノムの進化と栽培ソバの起原を解明した。さらに、予測された遺伝子をゲノム編集技術に依存しない手法で改変し、その結果、これまで世界に存在しなかったモチ性ソバを開発することに成功した。また二花柱性と呼ばれるソバをはじめ複数の植物に見られる特殊な繁殖様式の遺伝的基盤を明らかにした。	https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37563460&retmode=xml
tracking-4359	hima	今村 比呂志	"Imamura,Hiroshi"	Getting Smaller by Denaturation: Acid-Induced Compaction of Antibodies	"Hiroshi Imamura, Ayako Ooishi, Shinya Honda"	"今村比呂志, 大石郁子, 本田真也"	J. Phys. Chem. Lett.	14	16	3898?3906		INTERNATIONAL	37093025	10.1021/acs.jpclett.3c00258	"Protein denaturation is a ubiquitous process that occurs both in vitro and in vivo. While our molecular understanding of the denatured structures of proteins is limited, it is commonly accepted that the loss of unique intramolecular contacts makes proteins larger. Herein, we report compaction of the immunoglobulin G1 (IgG1) protein upon acid denaturation. Small-angle X-ray scattering coupled with size exclusion chromatography revealed that IgG1 radii of gyration at pH 2 were ?75% of those at a neutral pH. Scattering profiles showed a compact globular shape, supported by analytical ultracentrifugation. The acid denaturation of proteins with a decrease in size is energetically costly, and acid-induced compaction requires an attractive force for domain reorientation. Such intramolecular aggregation may be widespread in immunoglobulin proteins as noncanonical structures. Herein, we discuss the potential biological significance of these noncanonical structures of antibodies."	https://doi.org/10.1021/acs.jpclett.3c00258
tracking-4372	yano	矢野 大和	"Yano,Hirokazu"	Nationwide genome surveillance of carbapenem-resistant Pseudomonas aeruginosa in Japan.	"Hirokazu Yano,Wataru Hayashi,Sayoko Kawakami,Sadao Aoki,Eiko Anzai,Hui Zuo,Norikazu Kitamura,Aki Hirabayashi,Toshiki Kajihara,Shizuo Kayama,Yo Sugawara,Koji Yahara,Motoyuki Sugai"		Antimicrobial agents and chemotherapy			e0166923	2024/4/2	DOMESTIC	38564665	10.1128/aac.01669-23		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38564665&retmode=xml
tracking-4385	takayasu-kt	高安 和人	"Takayasu,Kazuto"	Homologous recombination contributes to the repair of acetaldehyde-induced DNA damage.	"Kosuke Yamazaki,Tomohiro Iguchi,Yutaka Kanoh,Kazuto Takayasu,Trinh Thi To Ngo,Ayaka Onuki,Hideya Kawaji,Shunji Oshima,Tomomasa Kanda,Hisao Masai,Hiroyuki Sasanuma"		"Cell cycle (Georgetown, Tex.)"			16-Jan	2024/4/4	DOMESTIC	38571319	10.1080/15384101.2024.2335028		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38571319&retmode=xml
tracking-4396	satoyo08	大矢 恵代	"OYA,SATOYO"	Cotranscriptional demethylation induces global loss of H3K4me2 from active genes in Arabidopsis.	"Shusei Mori,Satoyo Oya,Mayumi Takahashi,Kazuya Takashima,Soichi Inagaki,Tetsuji Kakutani"		The EMBO journal	42		e113798	2023/9/20	INTERNATIONAL	37849386	10.15252/embj.2023113798		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=37849386&retmode=xml
tracking-4397	yasonodera	小野寺 康之	"Onodera,Yasuyuki"	QTL analysis of femaleness in monoecious spinach and fine mapping of a major QTL using an updated version of chromosome-scale pseudomolecules	"Kaoru Yamano , Akane Haseda , Keisuke Iwabuchi , Takayuki Osabe , Yuki Sudo , Babil Pachakkil , Keisuke Tanaka , Yutaka Suzuki , Atsushi Toyoda , Hideki Hirakawa , Yasuyuki Onodera "		PLOS ONE				2024/2/23	INTERNATIONAL		10.1371/journal.pone.0296675		https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0296675
tracking-4402	kmau3	鎌田 真由美	"kamada,mayumi"	Network-based prediction approach for cancer-specific driver missense mutations using a graph neural network	"Narumi Hatano, Mayumi Kamada, Ryosuke Kojima, Yasushi Okuno"		BMC Bioinformatics					INTERNATIONAL	37817080			
tracking-4403	dokodokostm	瀬戸 麻綾	"SETO,MAAYA"	なし	なし		なし					INTERNATIONAL				
tracking-4408	yasonodera	小野寺 康之	"Onodera,Yasuyuki"	QTL analysis of femaleness in monoecious spinach and fine mapping of a major QTL using an updated version of chromosome-scale pseudomolecules	"Kaoru Yamano , Akane Haseda , Keisuke Iwabuchi , Takayuki Osabe , Yuki Sudo , Babil Pachakkil , Keisuke Tanaka , Yutaka Suzuki , Atsushi Toyoda , Hideki Hirakawa , Yasuyuki Onodera "		PLoS One				2024/2/23	INTERNATIONAL	38394294	10.1371/journal.pone.0296675		
tracking-4414	sae_shimizu	清水 沙英	"shimizu,sae"	無し	無し		無し					INTERNATIONAL				
tracking-4420	zakinararyuya	楢﨑 龍矢	"narazaki,ryuya"	Introduction of a diverse genetic background of Pyrus into Malus through intergeneric hybridization	Takuya?Morimoto ?・ Ryuya?Narazaki ?・ Hiroaki?Okabe ?・ Lumin?Zhang ?・ Kazusa?Nishimura ?・ Akihiro?Itai 		Molecular Genetics and Genomics				2024/3/2	INTERNATIONAL				
tracking-4437	marda91	null null	"LISA,MARDA"	none	none		none					INTERNATIONAL				
tracking-4443	fuxi-ut2022	付 希	"Fu,Xi"	CircSeqAlignTk: An R package for end-to-end analysis of RNA-seq data for circular genomes.	"Jianqiang Sun,Xi Fu,Wei Cao"		F1000Research	11		1221	2022/10/19	DOMESTIC	38686041	10.12688/f1000research.127348.1		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=38686041&retmode=xml
tracking-4446	naokof	藤戸 尚子	"Fujito,Naoko"	Distinct haplogroups with star-like diversification in the APOBEC3 regulatory region indicate ancient viral pandemics before and during the Out-of-Africa migration of modern humans 	"Fujito NT, Revathidevi S, Satta Y, Inoue I"		bioRxiv					INTERNATIONAL				
tracking-4458	xxgentaroxx	横山 源太朗	"Yokoyama,Gentaro"	無し	無し		無し					INTERNATIONAL				
tracking-4460	kik8dev7tak2	菊池 裕	"Kikuchi,Yutaka"	Identification of aberrant transcription termination at specific gene loci with DNA hypomethylated transcription termination sites caused by DNA methyltransferase deficiency.	"Masaki Shirai,Takuya Nara,Haruko Takahashi,Kazuya Takayama,Yuan Chen,Yudai Hirose,Masashi Fujii,Akinori Awazu,Nobuyoshi Shimoda,Yutaka Kikuchi"		Genes & genetic systems	97		139-152	2022/6/20	DOMESTIC	35718462	10.1266/ggs.21-00092		https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pubmed&id=35718462&retmode=xml
tracking-4464	idenshikitazaki	北崎 一義	"kitazaki,kazuyoshi"	Nuclear DNA segments homologous to mitochondrial DNA are obstacles for detecting heteroplasmy in sugar beet (Beta vulgaris L.)	"Eigo Taniguchi,Kosuke Satoh,Megumi Ohkubo,Sachiyo Ue,Hiroaki Matsuhira,Yosuke Kuroda,Tomohiko Kubo,Kazuyoshi Kitazaki"	谷口英吾、佐藤宏亮、大久保めぐみ、上幸代、松平洋明、黒田洋輔、久保友彦、北崎一義	PLOS ONE				2023/8/1	INTERNATIONAL		https://doi.org/10.1371/journal.pone.0285430		
