tracking_id	uid	accountNameJa	accountNameEn	title	authors	authorsJa	journal	volume	number	pages	publicationDate	journalType	pubmedId	doi	
tracking-1302	dokusei-kt	木村 朋紀	"Kimura,Tomoki"	Cadmium inhibits forskolin-induced differentiation of human placental BeWo cells.	"Shoko Ogushi,Tsuyoshi Nakanishi,Tomoki Kimura"		The Journal of toxicological sciences	47		309-315	2022-07-31	DOMESTIC	35908931	10.2131/jts.47.309	
tracking-1308	satokoy	吉田 聡子	"yoshida,satoko"	Nitrogen represses haustoria formation through abscisic acid in the parasitic plant Phtheirospermum japonicum	"Kokla, A., Leso, M., Zhang, X., Simura, J., Serivichyaswat, P.T., Cui, S., Ljung, K., Yoshida, S., Melnyk, C. W."		Nature Comm.	13		2976	2022-05-27	INTERNATIONAL			
tracking-1312	yasunobumaeda	前田 安信	"MAEDA,YASUNOBU"	Secretome analysis of Strongyloides venezuelensis parasitic stages reveals that soluble and insoluble proteins are involved in its parasitism	"Yasunobu Maeda, Juan Emilio Palomares-Rius, Akina Hino, Tanzila Afrin, Shakhinur Islam Mondal, Ayako Nakatake, Haruhiko Maruyama & Taisei Kikuchi"		Parasites & Vectors					DOMESTIC			
tracking-1314	kohanada	花田 耕介	"hanada,kousuke"	A de novo gene originating from the mitochondria controls floral transition in Arabidopsis thaliana	"Tomoyuki Takeda, Kazumasa Shirai, You-Wang Kim, Mieko Higuchi-Takeuchi, Minami Shimizu, Takayuki Kondo, Tomokazu Ushijima, Tomonao Matsushita, Kazuo Shinozaki, Kousuke Hanada"		Plant Mol Biol .					DOMESTIC	36306001		
tracking-1315	naoyukifuse	布施 直之	"Fuse,Naoyuki"	Transcriptome features of innate immune memory in Drosophila	" Naoyuki Fuse, Chisaki Okamori, Ryoma Okaji, Chang Tang, Kikuko Hirai, Shoichiro Kurata"	布施直之、岡森千咲、岡治良真、唐暢、平井菊子、倉田祥一朗	 PLoS Genetics	18	10	e1010005	2022-10-17	INTERNATIONAL	36252180	10.1371/journal.pgen.1010005 	
tracking-1337	tohno	遠野 雅徳	"tohno,masanori"	"A novel species of lactic acid bacteria, Ligilactobacillus pabuli sp. nov., isolated from alfalfa silage"	"Masanori Tohno, Yasuhiro Tanizawa, Hiroyuki Sawada, Mitsuo Sakamoto, Moriya Ohkuma, Hisami Kobayashi"		International Journal of Systematic and Evolutionary Microbiology	72	10		2022-10-01	INTERNATIONAL	36269574	10.1099/ijsem.0.005587	
tracking-1338	skawakubo	川久保 修佑	"Kawakubo,Shusuke"	Leek Yellow Stripe Virus Can Adjust for Host Adaptation by Trimming the N-Terminal Domain to Allow the P1 Protein to Function as an RNA Silencing Suppressor	"Jun Sasaki, Shusuke Kawakubo, Hangil Kim, Ok-Kyung Kim, Kazuo Yamashita, Hanako Shimura, Chikara Masuta"	"佐々木 純, 川久保 修佑, キム ハンギル, キム オッキョン, 山下 一夫, 志村 華子, 増田 税"	The Plant Pathology Journal	38	4	383-394	2022-08-01	INTERNATIONAL	35953058	10.5423/PPJ.FT.06.2022.0077	
tracking-1340	tomanamitsuru	苫名 充	"TOMANA,MITSURU"	無し	ー		ー					DOMESTIC			
tracking-1349	kazunori	山田 和範	"Yamada,Kazunori"	Relation is an option for processing context information	"Yamada KD, Baladram MS, Lin F"	"Yamada KD, Baladram MS, Lin F"	Frontiers in Artificial Intelligence					INTERNATIONAL			
tracking-1356	mwatanabe0423	渡邊 美穂	"Watanabe,Miho"	"Desulfofustis limnaeus sp. nov., a freshwater sulfate-reducing bacterium isolated from marsh soil"	"Watanabe, M, Takahashi, A., Kojima, H., Miyata, N., Fukui, M."		Archives of Microbiology					DOMESTIC		10.1007/s00203-022-03261-6	
tracking-1356	mwatanabe0423	渡邊 美穂	"Watanabe,Miho"	"Desulfoluna limicola sp. nov., a sulfate-reducing bacterium isolated from sediment of a brackish lake"	"Watanabe, M, Takahashi, A., Kojima, H., Fukui, M."		Archives of Microbiology					DOMESTIC			
tracking-1356	mwatanabe0423	渡邊 美穂	"Watanabe,Miho"	"Sulfuricystis multivorans gen. nov., sp. nov. and Sulfuricystis thermophila sp. nov., facultatively autotropic sulfur-oxidizing bacteria isolated from a hot spring, and emended description of the genus Rugosibacter"	"Kojima, H, Watanabe, M., Miyata, N., Fukui, M"	"Kojima, H, Watanabe, M., Miyata, N., Fukui, M"	Arch Microbiol					DOMESTIC		10.1007/s00203-022-03186-0	
tracking-1358	sem1006	横溝 匠	"Yokomizo,Takumi"	"Endogenous rhythm variation and adaptation to the tidal environment in the freshwater snail, Semisulcospira reiniana"	Takumi Yokomizo and Yuma Takahashi		Frontiers in Ecology and Evolution				2022-12-08	INTERNATIONAL			
tracking-1460	task929	堀 泰輔	"Hori,Taisuke"	なし	なし		なし					DOMESTIC			
tracking-1363	qm	松井 求	"Matsui,Motomu"	Nondestructive microbial discrimination using single-cell Raman spectra and random forest machine learning algorithm	"Nanako Kanno, Shingo Kato, Moriya Ohkuma, Motomu Matsui, Wataru Iwasaki, and Shinsuke Shigeto"		STAR Protocols					INTERNATIONAL	36386892	10.1016/j.xpro.2022.101812	
tracking-1363	qm	松井 求	"Matsui,Motomu"	Lifestyle Evolution Analysis by Binary-State Speciation and Extinction (BiSSE) Model	"Takao K Suzuki, Motomu Matsui, Sira Sriswasdi, and Wataru Iwasaki"		Methods in Molecular Biology					INTERNATIONAL	36083456	10.1007/978-1-0716-2691-7_16	
tracking-1372	ark	林 方州	"Lin,Fangzhou"	Cosmos Propagation Network: Deep learning model for point cloud completion	"Lin F, Xu Y, Zhang Z, Gao C, Yamada KD"	None	Neurocomputing	507		221-234	2022-10-01	INTERNATIONAL		https://doi.org/10.1016/j.neucom.2022.08.007	
tracking-1373	ark	林 方州	"Lin,Fangzhou"	Cosmos Propagation Network: Deep learning model for point cloud completion	"Lin Fangzhou, Xu Y, Zhang Z, Gao C, Yamada KD"	None	Neurocomputing	507		221-234	2022-10-01	INTERNATIONAL		https://doi.org/10.1016/j.neucom.2022.08.007	
tracking-1375	mnishiddbj2	西原 昌宏	"Nishihara,Masahiro"	 Identification of Candidate Genes Responsible for Flower Colour Intensity in Gentiana triflora	"Keisuke Tasaki, Aiko Watanabe, Keiichirou Nemoto, Shigekazu Takahashi, Fumina Goto, Nobuhiro Sasaki, Takashi Hikage, Masahiro Nishihara"		Frontiers in Plant Science	13		906879		DOMESTIC			
tracking-1375	mnishiddbj2	西原 昌宏	"Nishihara,Masahiro"	De Novo Transcriptome Analysis Reveals Flowering-Related Genes That Potentially Contribute to Flowering-Time Control in the Japanese Cultivated Gentian Gentiana triflora	"Tomoyuki Takase, Motoki Shimizu, Shigekazu Takahashi, Keiichirou Nemoto, Fumina Goto, Chiharu Yoshida, Akira Abe, Masahiro Nishihara"		International Journal of Molecular Sciences	23		11754		DOMESTIC			
tracking-1375	mnishiddbj2	西原 昌宏	"Nishihara,Masahiro"	Calcium-dependent protein kinase 16 phosphorylates and activates the aquaporin PIP2;2 to regulate reversible flower opening in Gentiana scabra	"Keiichirou Nemoto, Tomoya Niinae, Fumina Goto, Naoyuki Sugiyama, Aiko Watanabe, Motoki Shimizu, Katsuhiro Shiratake, Masahiro Nishihara"		Plant Cell	34		2652-2670		DOMESTIC			
tracking-1375	mnishiddbj2	西原 昌宏	"Nishihara,Masahiro"	Genome Analysis Revives a Forgotten Hybrid Crop Edo-dokoro in the Genus Dioscorea	"Satoshi Natsume, Yu Sugihara, Aoi Kudoh, Kaori Oikawa, Motoki Shimizu , Yuko Ishikawa, Masahiro Nishihara, Akira Abe , Hideki Innan, Ryohei Terauchi "		Plant & Cell Physiology	63		1667-1678		DOMESTIC			
tracking-1378	scfnig-tsukuba2	有泉 亨	"Ariizumi,Tohru"	orf137 triggers cytoplasmic male sterility in tomato.	"Kuwabara K, Arimura SI, Shirasawa K, Ariizumi T."		Plant Physiology					DOMESTIC	35212743		
tracking-1379	kazu-t	竹下 和貴	"Takeshita,Kazutaka"	なし	なし		なし					DOMESTIC			
tracking-1388	wtakagi-htc	高木 亙	"TAKAGI,WATARU"	Molecular and morphological investigations on the renal mechanisms enabling euryhalinity of red stingray Hemitrygon akajei	" Naotaka Aburatani, Wataru Takagi, Marty Kwok-Shing Wong, Shigehiro Kuraku, Chiharu Tanegashima, Mitsutaka Kadota, Kazuhiro Saito, Waichiro Godo, Tatsuya Sakamoto, Susumu Hyodo"		Frontiers in Physiology					DOMESTIC	36017340	10.3389/fphys.2022.953665 	
tracking-1397	apkg315	木村 敦	"KIMURA,Atsushi"	"Evidence for a functional role of Start, a long noncoding RNA, in mouse spermatocytes"	"Kai Otsuka, Hong Yang, Shin Matsubara, Akira Shiraishi, Misuzu Kurihara, Honoo Satake, Atsushi P Kimura"		PLOS ONE	17	8	e0273279	2022-08-25	INTERNATIONAL		10.1371/journal.pone.0273279	
tracking-1400	kenrouh	細川 健太郎	"Hosokawa,Kentaro"	 	 		 					DOMESTIC			
tracking-1457	balimponya	BALIMPONYA ELIAS	"null,null"	Seed management using NGS technology to rapidly eliminate a deleterious allele from rice breeder seeds	"Balimponya, Elias G., Maria S. Dwiyanti, Toshiaki Ito, Shuntaro Sakaguchi, Koichi Yamamori, Yoshitaka Kanaoka, Yohei Koide, Yoshifumi Nagayoshi, and Yuji Kishima"		Breeding Science					DOMESTIC			
tracking-1411	kfuku	福島 健児	"Fukushima,Kenji"	Transcriptomic heterochrony and completely cleistogamous flower development in the mycoheterotrophic orchid Gastrodia.	"Kenji Suetsugu,Kenji Fukushima,Takashi Makino,Shuka Ikematsu,Tomoaki Sakamoto,Seisuke Kimura"		The New phytologist	237		323-338	2023-01-01	INTERNATIONAL	36110047	10.1111/nph.18495	
tracking-1411	kfuku	福島 健児	"Fukushima,Kenji"	Detecting macroevolutionary genotype-phenotype associations using error-corrected rates of protein convergence	"Kenji Fukushima,David D. Pollock"		Nature Ecology & Evolution	7	1	155-170	2023-01-01	INTERNATIONAL	36604553	10.1038/s41559-022-01932-7	
tracking-1423	shimadai803	山口 陽子	"Yamaguchi,Yoko"	Phylogenetic and functional properties of hagfish neurohypophysial hormone receptors distinct from their jawed vertebrate counterparts.	"Yoko Yamaguchi, Wataru Takagi, Hiroyuki Kaiya, Norifumi Konno, Masa-aki Yoshida, Shigehiro Kuraku, Susumu Hyodo"	山口陽子、高木亙、海谷啓之、今野紀文、吉田真明、工樂樹洋、兵藤晋	General and Comparative Endocrinology	336		114257	2023-05-15	DOMESTIC	36868365	10.1016/j.ygcen.2023.114257	
tracking-1428	suzukilab	岡田 俊平	"OKADA,SHUNPEI"	Regulation of A-to-I RNA editing and stop codon recoding to control selenoprotein expression during skeletal myogenesis	"Yuta Noda, Shunpei Okada, Tsutomu Suzuki"	野田悠太、岡田俊平、鈴木勉	Nature Communications	13	1	2503	2022-05-06	INTERNATIONAL	35523818	10.1038/s41467-022-30181-2	
tracking-1429	nishii	西井 かなえ	"nishii,kanae"	"The first genome for the Cape Primrose Streptocarpus rexii (Gesneriaceae), a model plant for studying meristem‐driven shoot diversity"	"Kanae Nishii, Michelle Hart, Nathan Kelso, Sadie Barber, Yun‐Yu Chen, Marian Thomson, Urmi Trivedi, Alex D. Twyford, Michael M?ller"		Plant Direct	6	4	e388	2022-04-03	INTERNATIONAL		10.1002/pld3.388	
tracking-1430	takagi-hiroki	高木 宏樹	"takagi,hiroki"	NGS-based genome wide association study helps to develop co-dominant marker for the physical map-based locus of PFRU controlling flowering in cultivated octoploid strawberry.	"Sorachi Saiga, Maiko Tada, Tenta Segawa, Yu Sugihara, Minami Nishikawa, Natsu Makita, Minami Sakamoto, Kanako Tanaka, Takuya Wada, Hiroki Takagi "		Euphytica					INTERNATIONAL		https://doi.org/10.1007/s10681-022-03132-7	
tracking-1431	kartikafauzia	Fauzia Kartika	"Kartika,Fauzia"	Mutations Related to Antibiotics Resistance in Helicobacter pylori Clinical Isolates from Bangladesh	"Kartika Afrida Fauzia 1 2 3, Hafeza Aftab 4, Evariste Tshibangu-Kabamba 5, Ricky Indra Alfaray 1 3, Batsaikhan Saruuljavkhlan 1, Alain Cimuanga-Mukanya 1 6, Takashi Matsumoto 1, Phawinee Subsomwong 7, Junko Akada 1, Muhammad Miftahussurur 3 8, Yoshio Yamaoka "	"松本　昂, 赤田　純子, 山岡　吉生"	Antibiotics	12	2	279	2023-01-31	DOMESTIC	36830189	10.3390/antibiotics12020279	
tracking-1432	myagura	矢倉 勝	"YAGURA,MASARU"	"MarpolBase Expression: A Web-Based, Comprehensive Platform for Visualization and Analysis of Transcriptomes in the Liverwort Marchantia polymorpha"	"Shogo Kawamura, Facundo Romani, Masaru Yagura, Takako Mochizuki, Mika Sakamoto, Shohei Yamaoka, Ryuichi Nishihama, Yasukazu Nakamura, Katsuyuki T Yamato, John L Bowman, Takayuki Kohchi, Yasuhiro Tanizawa"		Plant Cell Physiol	63	11	1745-1755	2022-11-22	INTERNATIONAL	36083565		
tracking-1432	myagura	矢倉 勝	"YAGURA,MASARU"	Squalomix: shark and ray genome analysis consortium and its data sharing platform	"Osamu Nishimura, John Rozewicki, Kazuaki Yamaguchi, Kaori Tatsumi, Yuta Ohishi, Tazro Ohta, Masaru Yagura, Taiki Niwa, Chiharu Tanegashima, Akinori Teramura, Shotaro Hirase, Akane Kawaguchi, Milton Tan, Salvatore D'Aniello, Filipe Castro, Andr? Machado, Mitsumasa Koyanagi, Akihisa Terakita, Ryo Misawa, Masayuki Horie, Junna Kawasaki, Takashi Asahida, Atsuko Yamaguchi, Kiyomi Murakumo, Rui Matsumoto, Iker Irisarri, Norio Miyamoto, Atsushi Toyoda, Sho Tanaka, Tatsuya Sakamoto, Yasuko Semba, Shinya Yamauchi, Kazuyuki Yamada, Kiyonori Nishida, Itsuki Kiyatake, Keiichi Sato, Susumu Hyodo, Mitsutaka Kadota, Yoshinobu Uno, Shigehiro Kuraku "		F1000Res	11		1077	2022-09-21	INTERNATIONAL	36262334		
tracking-1436	kyakuno	客野 瑞月	"Kyakuno,Mitsuki"	なし	なし		なし					DOMESTIC			
tracking-1439	rfujita	藤田 凌平	"Fujita,Ryohei"	なし	なし		なし					DOMESTIC			
tracking-1445	mfujii	藤井 雅史	"Fujii,Masashi"	Mathematical model of chromosomal dynamics during DNA double strand break repair in budding yeast	"S. Nakahata, T. Komoto, M. Fujii, A. Awazu"		Biophysics and Physicobiology	19		e190012	2022-04-05	INTERNATIONAL	35749629	10.2142/biophysico.bppb-v19.0012	
tracking-1445	mfujii	藤井 雅史	"Fujii,Masashi"	Epigenetic-structural changes in X chromosomes promote Xic pairing during early differentiation of mouse embryonic stem cells	"T. Komoto, M. Fujii, A. Awazu"		Biophysics and Physicobiology	19		e190018	2022-05-10	DOMESTIC	35797402	10.2142/biophysico.bppb-v19.0018	
tracking-1445	mfujii	藤井 雅史	"Fujii,Masashi"	Identification of aberrant transcription termination at specific gene loci with DNA hypomethylated transcription termination sites caused by DNA methyltransferase deficiency	"M. Shirai, T. Nara, H. Takahashi, K. Takayama, Y. Chen, Y. Hirose, M. Fujii, A. Awazu, N. Shimoda, Y. Kikuchi"		Data in Brief	21		00092	2022-06-18	INTERNATIONAL	35718462	10.1266/ggs.21-00092	
tracking-1445	mfujii	藤井 雅史	"Fujii,Masashi"	Methylome data derived from maternal-zygotic DNA methyltransferase 3aa-/- zebrafish	"M. Shirai, K. Takayama, H. Takahashi,?Y. Hirose,?M. Fujii,?A. Awazu,?N. Shimoda,?Y. Kikuchi"		Data in Brief	44		108514	2022-08-05	DOMESTIC	36034642	10.1016/j.dib.2022.108514	
tracking-1445	mfujii	藤井 雅史	"Fujii,Masashi"	In vivo transomic analyses of glucose-responsive metabolism in skeletal muscle reveal core differences between the healthy and obese states	"T. Kokaji, M. Eto, A. Hatano, K. Yugi, K. Morita, S. Ohno, M. Fujii, K. Hironaka, Y. Ito, R. Egami, S. Uematsu, A. Terakawa, Y. Pan, H. Maehara, D. Li, Y. Bai, T. Tsuchiya, H. Ozaki, H. Inoue, H. Kubota, Y. Suzuki, A. Hirayama, T. Soga, S. Kuroda"		Scientific Report	12		13719	2022-08-12	INTERNATIONAL	35962137	10.1038/s41598-022-17964-9	
tracking-1448	hshiota	塩田 肇	"SHIOTA,HAJIME"	無し	無し		無し					DOMESTIC			
tracking-1465	akiezoe	江副 晃洋	"EZOE,AKIHIRO"	Degree of Functional Divergence in Duplicates Is Associated with Distinct Roles in Plant Evolution	"Akihiro Ezoe, Kazumasa Shirai, Kousuke Hanada"		Molecular Biology and Evolution					DOMESTIC	33290522		
tracking-1481	asuka26	鴻巣 明日香	"KOUNOSU,ASUKA"	piRNA-like small RNAs target transposable elements in a Clade IV parasitic nematode	"Mona Suleiman # 1, Asuka Kounosu # 2, Ben Murcott 1, Mehmet Dayi 2 3, Rebecca Pawluk 1, Akemi Yoshida 4, Mark Viney 5, Taisei Kikuchi 6, Vicky L Hunt 7"	"Mona Suleiman # 1, Asuka Kounosu # 2, Ben Murcott 1, Mehmet Dayi 2 3, Rebecca Pawluk 1, Akemi Yoshida 4, Mark Viney 5, Taisei Kikuchi 6, Vicky L Hunt 7"	Scientific Reports					INTERNATIONAL	35710810	10.1038/s41598-022-14247-1	
tracking-1495	datey	伊達 悠貴	"Date,Yuki"	Runx3 is required for oncogenic Myc upregulation in p53-deficient osteosarcoma	"Shohei Otani, Yuki Date, Tomoya Ueno, Tomoko Ito, Shuhei Kajikawa, Keisuke Omori, Ichiro Taniuchi, Masahiro Umeda, Toshihisa Komori, Junya Toguchida, Kosei Ito"		Oncogene	41		683?691	2022-01-28	INTERNATIONAL	34803166	10.1038/s41388-021-02120-w	
tracking-1495	datey	伊達 悠貴	"Date,Yuki"	Oncogenic Runx1-Myc axis in p53-deficient thymic lymphoma.	"Yuki Date, Ichiro Taniuchi, Kosei Ito"		Gene	819		146234	2021-12-06	DOMESTIC	35114276	10.1016/j.gene.2022.146234	
tracking-1511	ytakada	高田 美信	"TAKADA,YOSHINOBU"	無し	無し		無し					DOMESTIC			
tracking-1512	fujimura	藤村 晋太郎	"Fujimura,Shintaro"	無し	無し		無し					DOMESTIC			
tracking-1515	okojo	加藤 大明	"KATO,Hiroaki"	Recognition of pathogen-derived sphingolipids in Arabidopsis	"H Kato, K Nemoto, M Shimizu, A Abe, S Asai, N Ishihama, S Matsuoka, T Daimon, M Ojika, K Kawakita, K Onai, K Shirasu, M Yoshida, M Ishiura, D Takemoto, Y Takano, R Terauchi"		Science					INTERNATIONAL	35587979		
tracking-1516	keisuke-yamada	山田 啓介	"Yamada,Keisuke"	Prediction of RNA?protein interactions using a nucleotide language model	"Keisuke Yamada, Michiaki Hamada"	山田啓介、浜田道昭	Bioinformatics Advances	2	1	vbac023	2022-04-07	INTERNATIONAL		10.1093/bioadv/vbac023	
tracking-1519	fujino-kalab	藤野 健	"Fujino,Takeshi"	無し	無し		無し					DOMESTIC			
tracking-1521	r-kumazawa	熊澤 利輝	"kumazawa,riki"	無し	無し		無し					DOMESTIC			
tracking-1522	mkasahara	笠原 雅弘	"Kasahara,Masahiro"	A divergent RWP-RK transcription factor determines mating type in heterothallic Closterium	"Hiroyuki Sekimoto, Ayumi Komiya, Natsumi Tsuyuki, Junko Kawai, Naho Kanda, Ryo Ootsuki, Yutaka Suzuki, Atsushi Toyoda, Asao Fujiyama, Masahiro Kasahara, Jun Abe, Yuki Tsuchikane, Tomoaki Nishiyama"		New Phytologist	237	5	1636-1651	2023-01-09	INTERNATIONAL	36533897	10.1111/nph.18662	
tracking-1524	charales	坂山 英俊	"SAKAYAMA,HIDETOSHI"	"Morphology, taxonomy and phylogenetic positions of two Spirogyra species (Zygnematophyceae, Streptophyta) with replicate and semi-replicate transverse walls from Japan"	"Takano, T., Ikegaya, H., Ikeda, K., Nozaki, H. and Sakayama, H."		Phycologia	61		425?435	2022-07-04	INTERNATIONAL		10.1080/00318884.2022.2068299	
tracking-1529	daphniapulex	大槻 朝	"Ohtsuki,Hajime"	Invasions of an obligate asexual daphnid species support the nearly neutral theory.	"Hajime Ohtsuki, Hirotomo Norimatsu, Takashi Makino, Jotaro Urabe"		Scientific Reports	12	1	7305	2022-05-04	INTERNATIONAL	35508526	10.1038/s41598-022-11218-4	
tracking-1534	miyaji-naomi	宮路 直実	"Miyaji,Naomi"	Whole-Genome DNA Methylation Analysis in Brassica rapa subsp. perviridis in Response to Albugo candida Infection	"Soodeh Tirnaz, Naomi Miyaji, Shohei Takuno, Philipp E Bayer, Motoki Shimizu, Mst Arjina Akter, David Edwards, Jacqueline Batley, Ryo Fujimoto"		Front Plant Sci					INTERNATIONAL	35812966		
tracking-1535	mnakamur1962	中村 真樹	"Nakamura,Masaki"	緑藻のプラストシアニンとシトクロムc6	中村真樹		東邦大学教養紀要		54	105-116	2023-02-28	DOMESTIC			
tracking-1536	hanndai-kasai	笠井 淳司	"Kasai,Atsushi"	Claustrum mediates bidirectional and reversible control of stress-induced anxiety responses	Niu M et al.		Science Advances	18	11	eabi6375	2022-03-18	DOMESTIC		10.1126/sciadv.abi6375	
tracking-1542	harukikojima	古島 悠生	"Kojima,Haruki"	無し	無し		無し					DOMESTIC			
tracking-1543	ykawai	河合 洋介	"Kawai,Yosuke"	Mapping of susceptible variants for cold medicine-related Stevens-Johnson syndrome by whole-genome resequencing	"Yosuke Kawai, Yuki Hitomi, Mayumi Ueta, Seik-Soon Khor, Ken Nakatani, Chie Sotozono, Shigeru Kinoshita, Masao Nagasaki, Katsushi Tokunaga"		NPJ genomic medicine	6	1	9-9	2021-02-11	DOMESTIC	33574277		
tracking-1543	ykawai	河合 洋介	"Kawai,Yosuke"	Genome-wide SNP data of Izumo and Makurazaki populations support inner-dual structure model for origin of Yamato people	"Timothy Jinam, Yosuke Kawai, Yoichiro Kamatani, Shunro Sonoda, Kanro Makisumi, Hideya Sameshima, Katsushi Tokunaga, Naruya Saitou"		Journal of human genetics				2021-01-15	DOMESTIC			
tracking-1547	hshimanuki-gf4	島貫 秀之	"SHIMANUKI,Hideyuki"	無し	無し		無し					DOMESTIC			
tracking-1556	sekiya	関谷 弥生	"SEKIYA,YAYOI"	無し	無し		無し					DOMESTIC			
tracking-1558	onoguchi	小野口 玲菜	"Onoguchi,Rena"	無し	無し		無し					DOMESTIC			
tracking-1567	kkei	久米 慶太郎	"Kume,Keitaro"	"Draft Genome Sequence of Aduncisulcus paluster, a Free-Living Microaerophilic Eukaryote Belonging to the Fornicata"	"Ikuko Yuyama , Keitaro Kume , Takumi Tamura, Yuji Inagaki, Tetsuo Hashimoto"		Microbiol Resour Announc.					DOMESTIC	36695596		
tracking-1569	tomoka	水野 智花	"Mizuno,Tomoka"	無し	無し		無し					DOMESTIC			
tracking-1572	yoshida826	吉田 圭佑	"Yoshida,Keisuke"	Priority effects shape the structure of infant-type Bifidobacterium communities on human milk oligosaccharides	"Miriam N. Ojima, Lin Jiang, Aleksandr A. Arzamasov, Keisuke Yoshida, Toshitaka Odamaki, Jinzhong Xiao, Aruto Nakajima, Motomitsu Kitaoka, Junko Hirose, Tadasu Urashima, Toshihiko Katoh, Aina Gotoh, Douwe van Sinderen, Dmitry A. Rodionov, Andrei L. Osterman, Mikiyasu Sakanaka & Takane Katayama"		The ISME Journal	16	9	2265-2279	2022-06-29	INTERNATIONAL	35768643		
tracking-1573	ta-nakamura1108	中村 貴裕	"NAKAMURA,TAKAHIRO"	なし	なし		なし					DOMESTIC			
tracking-1574	hmori	森 宙史	"Mori,Hiroshi"	Paleogenomics reveals independent and hybrid origins of two morphologically distinct wolf lineages endemic to Japan	"Segawa T, Yonezawa T, Mori H, Kohno A, Kudo Y, Akiyoshi A, Wu J, Tokanai F, Sakamoto M, Kohno N, Nishihara H."		Current Biology	32	11	2494-2504	2022-06-06	INTERNATIONAL	35537455	10.1016/j.cub.2022.04.034	
tracking-1577	kenjisatou1963	佐藤 賢二	"Satou,Kenji"	ProtTrans-Glutar: Incorporating Features From Pre-trained Transformer-Based Models for Predicting Glutarylation Sites	"Indriani,F., Mahmudah,K.R., Purnama,B., Satou,K."		Frontiers in Genetics					INTERNATIONAL		10.3389/fgene.2022.885929	
tracking-1581	hamadam	濱田 麻友子	"HAMADA,MAYUKO"	De novo transcriptome analysis of the centrohelid Raphidocystis contractilis to identify genes involved in microtubule-based motility.	"Risa Ikeda,Tosuke Sakagami,Mayuko Hamada,Tatsuya Sakamoto,Toshimitsu Hatabu,Noboru Saito,Motonori Ando"		The Journal of eukaryotic microbiology	70		e12955	2022-10-17	DOMESTIC	36409155	10.1111/jeu.12955	
tracking-1584	tniwa	丹羽 大樹	"Niwa,Taiki"	無し	無し		無し					DOMESTIC			
tracking-1587	miyayuko	宮崎 祐子	"Miyazaki,Yuko"	無し	無し		無し					DOMESTIC			
tracking-1589	r-sugimoto	杉本 竜太	"SUGIMOTO,RYOTA"	"Comprehensive discovery of CRISPR-targeted terminally redundant sequences in the human gut metagenome: Viruses, plasmids, and more"	"Ryota Sugimoto, Luca Nishimura, Phuong Thanh Nguyen, Jumpei Ito, Nicholas F Parrish, Hiroshi Mori, Ken Kurokawa, Hirofumi Nakaoka, Ituro Inoue"		PLOS Computational Biology				2021-10-21	INTERNATIONAL	34673779	10.1371/journal.pcbi.1009428	
tracking-1595	kik8dev7tak2	菊池 裕	"Kikuchi,Yutaka"	Identification of aberrant transcription termination at specific gene loci with DNA hypomethylated transcription termination sites caused by DNA methyltransferase deficiency	"Masaki Shirai, Takuya Nara, Haruko Takahashi, Kazuya Takayama, Yuan Chen, Yudai Hirose, Masashi Fujii, Akinori Awazu, Nobuyoshi Shimoda, Yutaka Kikuchi"		Genes & Genetic Systems					DOMESTIC	35718462		
tracking-1596	tomoaki	西山 智明	"NISHIYAMA,Tomoaki"	A divergent RWP-RK transcription factor determines mating type in heterothallic Closterium	"Hiroyuki Sekimoto, Ayumi Komiya, Natsumi Tsuyuki, Junko Kawai, Naho Kanda, Ryo Ootsuki, Yutaka Suzuki, Atsushi Toyoda, Asao Fujiyama, Masahiro Kasahara, Jun Abe, Yuki Tsuchikane, Tomoaki Nishiyama"		New Phytologist	237	5	1636-1651	2022-12-19	INTERNATIONAL	36533897	10.1111/nph.18662	
tracking-1601	makikoyorifuji	依藤 実樹子	"Yorifuji,Makiko"	論文執筆中	依藤実樹子、佐藤行人、波利井佐紀ほか		Molecular Ecology予定					INTERNATIONAL			
tracking-1604	akir	山崎 彬	"Yamazaki,Akira"	無し	無し		無し					DOMESTIC			
tracking-1612	h-inaba	稲葉 皓子	"INABA,HIROKO"	 Generative aptamer discovery using RaptGen.	"Natsuki Iwano, Tatsuo Adachi, Kazuteru Aoki, Yoshikazu Nakamura & Michiaki Hamada"		Nat Comput Sci					DOMESTIC			
tracking-1622	iceplant4561	佐藤 稜真	"Sato,Ryoma"	"The first released available genome of the common ice plant (Mesembryanthemum crystallinum L.) extended the research region on salt tolerance, C3-CAM photosynthetic conversion, and halophism"	"Ryoma Sato, Yuri Kondo, Sakae Agarie"	佐藤稜真・近藤侑梨・東江栄	F1000Research					INTERNATIONAL			
tracking-1623	miyagawa	宮川 泰明	"MIYAGAWA,TAIMEI"	無し	無し		無し					DOMESTIC			
tracking-1624	iwatedai-ikushu	畠山 勝徳	"Hatakeyama,Katsunori"	Mutation of the imprinted gene OsEMF2a induces autonomous endosperm development  and delayed cellularization in rice	"Tonosaki, K., Ono, A., Kunisada, M., Nishino, M., Nagata, H., Sakamoto, S., Kijima,  S.T., Furuumi, H., Nonomura, K., Sato, Y., Ohme-Takagi, M., Endo, M., Comai, L.,  Hatakeyama, K., Kawakatsu, T. and Kinoshita, T."		Plant Cell	33		85-103		DOMESTIC			
tracking-1628	hashikyon	橋本 恭子	"Hashimoto,Kyoko"	無し	無し		無し					DOMESTIC			
